,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
3891,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
3892,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
3893,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
3894,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
3895,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
3889,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
7186,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
7131,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
7133,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
7184,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
7183,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
7182,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
3518,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
3517,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2017,10.6370046194991,,,,,1750.0,16452.0,,,Not compared,Not compared,20170000,,,2017-01-01
7132,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
3516,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2017,9.14506219091863,,,,,2441.0,26692.0,,,Not compared,Not compared,20170000,,,2017-01-01
3514,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2017,11.0337972166998,,,,,1665.0,15090.0,,,Not compared,Not compared,20170000,,,2017-01-01
3513,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2017,11.1418163547293,,,,,1774.0,15922.0,,,Not compared,Not compared,20170000,,,2017-01-01
3512,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2017,11.5160607130251,,,,,2610.0,22664.0,,,Not compared,Not compared,20170000,,,2017-01-01
3511,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2017,12.8744772742853,,,,,1878.0,14587.0,,,Not compared,Not compared,20170000,,,2017-01-01
7135,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2017,8.79382543722802,,,,,2142.0,24358.0,,,Not compared,Not compared,20170000,,,2017-01-01
3888,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2017,8.43696659351378,,,,,1730.0,20505.0,,,Not compared,Not compared,20170000,,,2017-01-01
3515,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2017,9.94152046783626,,,,,1615.0,16245.0,,,Not compared,Not compared,20170000,,,2017-01-01
7134,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2017,8.91083961528464,,,,,1714.0,19235.0,,,Not compared,Not compared,20170000,,,2017-01-01
3954,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
3956,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
4334,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
7430,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
7429,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
7428,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
7427,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
7426,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
7425,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
4341,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
4340,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
4339,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
4338,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
4337,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
4336,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
7431,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
4335,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
4333,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
4332,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
7909,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
7910,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
7911,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
7912,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
7913,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
7914,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
7915,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
7916,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
7917,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
7918,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
4334,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
4333,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
7432,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
7434,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
4335,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
4336,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
4337,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
4338,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
4339,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
4340,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
4341,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
4342,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
7982,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
7981,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
7980,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
7979,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
7433,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
7978,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
7976,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
7975,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,11.4500088794175,,,,,2579.0,22524.0,,,Not compared,Not compared,20180000,,,2018-01-01
7974,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
7973,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,8.40780244066494,,,,,1750.0,20814.0,,,Not compared,Not compared,20180000,,,2018-01-01
3957,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2018,10.8573197152584,,,,,1754.0,16155.0,,,Not compared,Not compared,20180000,,,2018-01-01
3958,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
3959,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2018,9.37691271881503,,,,,1532.0,16338.0,,,Not compared,Not compared,20180000,,,2018-01-01
3960,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2018,8.85584285872822,,,,,2394.0,27033.0,,,Not compared,Not compared,20180000,,,2018-01-01
3961,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2018,10.4573207230935,,,,,1747.0,16706.0,,,Not compared,Not compared,20180000,,,2018-01-01
3962,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2018,9.23882066428312,,,,,1783.0,19299.0,,,Not compared,Not compared,20180000,,,2018-01-01
3963,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2018,8.90372621141852,,,,,2227.0,25012.0,,,Not compared,Not compared,20180000,,,2018-01-01
3955,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2018,12.6969166554463,,,,,1886.0,14854.0,,,Not compared,Not compared,20180000,,,2018-01-01
7977,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2018,10.6388543778199,,,,,1627.0,15293.0,,,Not compared,Not compared,20180000,,,2018-01-01
4404,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
4405,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
4406,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
8201,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
8202,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
8200,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
8199,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
8198,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
8197,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
8196,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
8195,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
8194,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
4403,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
8203,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
4402,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
4787,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
4400,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
4786,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
4785,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
4784,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
4783,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
4782,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
4781,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
4401,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
4779,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
4778,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
8690,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
8689,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
8688,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
8687,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
8686,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
8685,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2019,10.6993232355785,,,,,1660.0,15515.0,,,Not compared,Not compared,20190000,,,2019-01-01
8684,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2019,10.6069711538462,,,,,1765.0,16640.0,,,Not compared,Not compared,20190000,,,2019-01-01
8683,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2019,11.2655286442041,,,,,2521.0,22378.0,,,Not compared,Not compared,20190000,,,2019-01-01
8682,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2019,12.1265956046848,,,,,1843.0,15198.0,,,Not compared,Not compared,20190000,,,2019-01-01
8681,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2019,8.2803738317757,,,,,1772.0,21400.0,,,Not compared,Not compared,20190000,,,2019-01-01
4788,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2019,8.74236685475767,,,,,2262.0,25874.0,,,Not compared,Not compared,20190000,,,2019-01-01
4787,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2019,8.43899183820132,,,,,1644.0,19481.0,,,Not compared,Not compared,20190000,,,2019-01-01
4786,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2019,9.63380943984012,,,,,1639.0,17013.0,,,Not compared,Not compared,20190000,,,2019-01-01
4785,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2019,8.62087851900537,,,,,2361.0,27387.0,,,Not compared,Not compared,20190000,,,2019-01-01
4784,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2019,9.0322973055167,,,,,1485.0,16441.0,,,Not compared,Not compared,20190000,,,2019-01-01
