,LatestChangeTimestampOverride,SpecialCases,AlwaysShowSexWithIndicatorName,AlwaysShowAgeWithIndicatorName,Unit,YearType,ValueType,ConfidenceIntervalMethod,IID,Descriptive,Target
253,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",253,"{'Name': 'COPD: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
258,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",258,"{'Name': 'CKD: QOF prevalence (18+)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
262,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",262,"{'Name': 'Heart Failure: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
263,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",263,"{'Name': 'Personalised Care Adjustment (PCA) rate for heart failure indicators', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
273,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",273,"{'Name': 'CHD: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
276,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",276,"{'Name': 'Cancer: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
277,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",277,"{'Name': 'Personalised Care Adjustment (PCA) rate for cancer indicator', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
280,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",280,"{'Name': 'Atrial fibrillation: QOF prevalence', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
285,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",285,"{'Name': 'Asthma: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
286,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",286,"{'Name': 'Personalised Care Adjustment (PCA) rate for asthma indicators', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
294,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",294,"{'Name': 'Palliative/supportive care: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
295,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",295,"{'Name': 'Total QOF points', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
336,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",336,"{'Name': '% aged 65+ years', 'DataSource': 'NHS digital. Extract from GP Payments system (Open Exeter)'}",
337,,,False,False,"{'Id': 19, 'Value': 1.0, 'Label': ''}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 7, 'Name': 'Count'}","{'Id': 99, 'Name': 'No confidence intervals available', 'Description': None}",337,"{'Name': 'GP registered population by sex and quinary age band', 'DataSource': 'NHS digital'}",
342,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",342,"{'Name': '% reporting a long-term back problem', 'DataSource': 'GP Patient Survey (GPPS)'}",
349,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",349,"{'Name': '% reporting good overall experience of making appointment', 'DataSource': 'GP patient survey'}",
