TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
35.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
42.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg orodispersible tablets sugar free
56.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Galantamine,201609,Galantamine 16mg modified-release capsules
100.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg/ml oral solution sugar free
126.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg orodispersible tablets sugar free
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
35.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
28.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
84.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg orodispersible tablets sugar free
42.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
56.0,JOLLY MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
30.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
30.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 9.5mg/24hours transdermal patches
112.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
84.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
56.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
55.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201609,Galzemic XL 16mg capsules
112.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
35.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
14.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
252.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
56.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
14.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Galantamine,201609,Galantamine 24mg modified-release capsules
112.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
42.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Galantamine,201609,Galzemic XL 24mg capsules
100.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg/ml oral solution sugar free
168.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.5mg capsules
56.0,"DR CHIU, KOH AND GAN",CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
14.0,THE VALLANCE CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
21.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
35.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
56.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
112.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Galantamine,201609,Galzemic XL 16mg capsules
84.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
84.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
112.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.5mg capsules
50.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg/ml oral solution sugar free
168.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
100.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg/ml oral solution sugar free
84.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
56.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
168.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
84.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 16mg capsules
56.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
70.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
56.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 16mg capsules
84.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
168.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 24mg capsules
112.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 9.5mg/24hours transdermal patches
28.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
224.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 10mg tablets
84.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.5mg capsules
7.0,AL-SHIFA MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 1.5mg capsules
84.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
84.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
112.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 3mg capsules
112.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
60.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
84.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
30.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
112.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
77.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 24mg capsules
63.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
70.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
112.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 1.5mg capsules
30.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.6mg/24hours transdermal patches
168.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201609,Galzemic XL 16mg capsules
476.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 16mg capsules
30.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 9.5mg/24hours transdermal patches
84.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
63.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
56.0,THE DOC'S SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
28.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201609,Galantamine 24mg modified-release capsules
112.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
112.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 4.5mg capsules
112.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
49.0,DICKENSON ROAD MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201609,Memantine 20mg tablets
28.0,AILSA CRAIG MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
112.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
63.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
196.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
112.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
140.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 5mg tablets
140.0,THE SINGH MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg orodispersible tablets sugar free
28.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201609,Gazylan XL 16mg capsules
56.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201609,Rivastigmine 1.5mg capsules
112.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201609,Donepezil 10mg tablets
30.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
28.0,WILLOWBANK SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 13.3mg/24hours transdermal patches
28.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 13.3mg/24hours transdermal patches
84.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
60.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
30.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 13.3mg/24hours transdermal patches
56.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Galantamine 8mg tablets
84.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
84.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
56.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
120.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
196.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
168.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
168.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
112.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
112.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,"DR CHIU, KOH AND GAN",CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
112.0,"DR CHIU, KOH AND GAN",CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
112.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
84.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Galantamine,201610,Galzemic XL 16mg capsules
168.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
140.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 9.5mg/24hours transdermal patches
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
112.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
112.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
30.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
21.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg orodispersible tablets sugar free
56.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
308.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
84.0,PARKSIDE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 4.6mg/24hours transdermal patches
28.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 16mg capsules
28.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
35.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
14.0,GORTON PARKS INTERMEDIATE CARE UNIT,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
49.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
140.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 20mg tablets
50.0,THE SINGH MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg/ml oral solution sugar free
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
112.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
77.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 24mg capsules
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 8mg capsules
28.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
35.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
56.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 24mg capsules
168.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Galzemic XL 24mg capsules
56.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201610,Galzemic XL 16mg capsules
84.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,CORNBROOK MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
252.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
196.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
140.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
49.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
140.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 24mg capsules
140.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 1.5mg capsules
224.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
120.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 2mg/ml oral solution sugar free
112.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201610,Galantamine 8mg tablets
224.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
63.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 10mg tablets
84.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201610,Gazylan XL 24mg capsules
11.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
28.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
84.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201610,Rivastigmine 3mg capsules
28.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201610,Donepezil 5mg tablets
56.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201610,Memantine 10mg tablets
